sample_id,unseen_snr_db,actual_input_snr_db,waveform_output_snr_db,waveform_snr_improvement_db,mean_mask_magnitude,p95_mask_magnitude
S0214,25.0,25.000000091782745,26.467935179386167,1.467935087603422,0.2958402931690216,0.8051735162734985
S0234,-2.5,-2.4999998020792153,6.887370180319459,9.387369982398674,0.3159392178058624,0.897465169429779
S0234,2.5,2.5000003563887967,10.310576256017113,7.810575899628316,0.29171401262283325,0.8929821252822876
S0234,7.5,7.499999756958948,13.671081593262143,6.171081836303195,0.2783375084400177,0.8971415162086487
S0234,12.5,12.499999765420435,16.616789757929944,4.116789992509508,0.25610390305519104,0.8719314336776733
S0234,17.5,17.49999968578311,20.089963502287837,2.589963816504728,0.20384331047534943,0.7247918248176575
S0234,25.0,24.99999789423352,25.71066994394191,0.7106720497083892,0.1187659278512001,0.42905762791633606
S0242,-2.5,-2.5000001910416265,0.7622880968703849,3.2622882879120114,0.5584492087364197,0.9640263915061951
S0242,2.5,2.5000002204695115,6.075185558291763,3.575185337822252,0.4353640675544739,0.9728202819824219
S0242,7.5,7.4999996648881515,10.69386178860791,3.193862123719758,0.33590230345726013,0.9352604746818542
S0242,12.5,12.500000075999074,14.990037306757177,2.4900372307581033,0.22760409116744995,0.8108595013618469
S0242,17.5,17.49999963522411,19.36198751639122,1.86198788116711,0.16080543398857117,0.6861894130706787
S0242,25.0,24.99999964762639,26.356452362660367,1.3564527150339778,0.13273096084594727,0.5976221561431885
S0247,-2.5,-2.49999979557102,4.438336304649637,6.938336100220656,0.4869125783443451,0.9898960590362549
S0247,2.5,2.499999746942713,8.517972218690606,6.017972471747893,0.4448835253715515,0.9792483448982239
S0247,7.5,7.500000216375198,12.308798007658478,4.80879779128328,0.37836307287216187,0.9628807306289673
S0247,12.5,12.500000179459976,16.036321283592066,3.5363211041320906,0.29258081316947937,0.9170926809310913
S0247,17.5,17.4999998598429,19.78166466656342,2.281664806720517,0.2090027928352356,0.8321902751922607
S0247,25.0,24.999999803263794,25.78828326588407,0.7882834626202744,0.13503201305866241,0.6516755223274231
S0263,-2.5,-2.4999997278543673,2.2942324567822685,4.794232184636636,0.7044684290885925,1.0023800134658813
S0263,2.5,2.500000067230417,6.720346682714088,4.220346615483671,0.6327880620956421,0.9758460521697998
S0263,7.5,7.499999722534781,11.195795585384381,3.6957958628496,0.5219990611076355,0.9570895433425903
S0263,12.5,12.500000172900547,15.226644483229396,2.726644310328849,0.41423818469047546,0.9400443434715271
S0263,17.5,17.499999836614762,19.128335226818077,1.6283353902033149,0.3405700623989105,0.9022032022476196
S0263,25.0,24.999999317728214,24.036565989298918,-0.9634333284292964,0.28768715262413025,0.7665912508964539
S0269,-2.5,-2.500000206043751,1.569992452008515,4.069992658052266,0.24984440207481384,0.792621374130249
S0269,2.5,2.499999951585533,5.20153110029142,2.701531148705887,0.20593978464603424,0.7395389080047607
S0269,7.5,7.499999904301152,9.542820417501115,2.0428205131999633,0.1740492582321167,0.6679344773292542
S0269,12.5,12.499999951814452,13.868479444964432,1.3684794931499802,0.1466745287179947,0.6145954728126526
S0269,17.5,17.49999979897926,18.28516226968867,0.7851624707094089,0.12880805134773254,0.5669359564781189
S0269,25.0,24.999998988996293,25.296831364022708,0.29683237502641546,0.11385557055473328,0.5193896889686584
S0277,-2.5,-2.5000002321820816,10.636820743574827,13.136820975756908,0.5256808996200562,1.0108020305633545
S0277,2.5,2.5000003744595483,13.026452230461345,10.526451856001797,0.4741155505180359,1.0069656372070312
S0277,7.5,7.500000136579756,14.93431150629939,7.434311369719633,0.4262179136276245,0.9945865273475647
S0277,12.5,12.499999909271036,16.798059948889417,4.298060039618381,0.36811310052871704,0.973541259765625
S0277,17.5,17.500000088281958,18.773202297369277,1.2732022090873194,0.3167952001094818,0.9420443773269653
S0277,25.0,24.999999795097544,21.48188654784807,-3.518113247249474,0.257553368806839,0.8515057563781738
S0278,-2.5,-2.4999998032444193,6.138279448519276,8.638279251763695,0.7164708375930786,1.020084261894226
S0278,2.5,2.500000044936626,10.667486067307655,8.16748602237103,0.6494923830032349,1.004501461982727
S0278,7.5,7.499999759208048,14.212046134077678,6.7120463748696295,0.520643949508667,0.9676163196563721
S0278,12.5,12.49999959883208,16.83944226413973,4.339442665307651,0.3440907597541809,0.885025143623352
S0278,17.5,17.500000183176702,19.95691065292857,2.456910469751868,0.2512202560901642,0.7922075986862183
S0278,25.0,25.00000003850946,26.029487431879698,1.029487393370239,0.19308532774448395,0.6611826419830322
S0281,-2.5,-2.499999820086974,8.68202380935978,11.182023629446753,0.3787728548049927,0.8694055080413818
S0281,2.5,2.4999998381439332,10.958529362375227,8.458529524231293,0.29036375880241394,0.8248652815818787
S0281,7.5,7.4999999317674995,13.885536501066778,6.385536569299278,0.24422669410705566,0.7987003922462463
S0281,12.5,12.499999793949483,16.493960102895592,3.993960308946109,0.25272220373153687,0.7247616052627563
S0281,17.5,17.499999717399827,18.71025014014033,1.2102504227405042,0.2551405429840088,0.6739875078201294
