sample_id,target_snr_db,metadata_measured_snr_db,waveform_input_snr_db,waveform_output_snr_db,waveform_snr_improvement_db,input_si_snr_db,output_si_snr_db,si_snr_improvement_db,input_stoi,output_stoi,stoi_improvement,stoi_skip_reason,input_pesq,output_pesq,pesq_improvement,pesq_skip_reason,noise_category,max_amplitude_enhanced,rms_enhanced,rms_ratio_enhanced_over_clean,clipped_for_wav,clipping_pct
S0096,-5.0,-5.0,-3.574896411152288,7.592068169958233,11.16696458111052,-4.9638566970825195,6.763078689575195,11.726935386657715,0.4769752207815765,0.49130620001116115,0.01433097922958465,,1.0409953594207764,1.0588269233703613,0.01783156394958496,,siren,0.48957231640815735,0.09960319101810455,0.9163690478146251,False,0.0
S0129,-5.0,-5.0,-4.057109499406571,2.8669941437853916,6.9241036431919625,-4.850780963897705,-0.09909786283969879,4.751683101058006,0.560273833232164,0.6374226938957964,0.07714886066363247,,1.033722996711731,1.1408923864364624,0.10716938972473145,,helicopter,0.6866639256477356,0.09372903406620026,0.8081398448699344,False,0.0
S0130,-5.0,-5.0,-4.257538174592613,5.7055984952803005,9.963136669872913,-4.209779739379883,4.651134490966797,8.86091423034668,0.6797589180916968,0.7978301321360942,0.11807121404439747,,1.1868553161621094,1.34269118309021,0.15583586692810059,,helicopter,0.1412552148103714,0.018954526633024216,0.7467299441221403,False,0.0
S0138,-5.0,-5.0,-5.1726481250124925,1.6710295218230233,6.843677646835516,-5.021269798278809,-2.238675117492676,2.782594680786133,0.6644919828478142,0.6402699711181629,-0.024222011729651327,,1.0303497314453125,1.0333894491195679,0.003039717674255371,,helicopter,0.24167697131633759,0.02681688964366913,0.8449464399345118,False,0.0
S0157,-5.0,-5.0,-0.7361645545902795,2.9319338430805346,3.668098397670814,-5.783089637756348,1.0169051885604858,6.7999948263168335,0.5995111889055819,0.6034345114753243,0.003923322569742482,,1.157805323600769,1.1055092811584473,-0.05229604244232178,,wind,0.5531771183013916,0.09421935677528381,0.48761598315235394,False,0.0
S0164,-5.0,-5.0,-5.844778930387355,9.223410105897607,15.068189036284963,-5.857451438903809,8.74781322479248,14.605264663696289,0.8154492839375266,0.7513560502897025,-0.06409323364782404,,1.1601321697235107,1.2364450693130493,0.07631289958953857,,wind,0.437219500541687,0.08391856402158737,0.9824866841113452,False,0.0
S0194,0.0,0.0,-1.021425341071458,9.617152249896314,10.638577590967772,-0.9358223676681519,9.135480880737305,10.071303248405457,0.845082467789285,0.86505274738864,0.019970279599355045,,1.3034498691558838,1.4277749061584473,0.12432503700256348,,artillery,0.3560287356376648,0.04666973650455475,0.9651328209820408,False,0.0
S0201,0.0,0.0,-0.6908050317717924,2.9926561599461463,3.6834611917179387,-3.4873104095458984,-0.021424472332000732,3.4658859372138977,0.6686030463058912,0.6765707719145414,0.007967725608650222,,1.0881648063659668,1.1027683019638062,0.014603495597839355,,artillery,0.4671556055545807,0.06480171531438828,0.6779229826754146,False,0.0
S0204,0.0,0.0,-14.528655646362116,-4.817411093646424,9.711244552715693,-15.189541816711426,-27.96515655517578,-12.775614738464355,0.1026830052390325,0.0763541858481445,-0.026328819390887992,,1.0986156463623047,1.1366244554519653,0.038008809089660645,,artillery,0.4730807840824127,0.03542040288448334,1.4660646628186373,False,0.0
S0209,0.0,0.0,2.8831300212500333,12.497372766685281,9.614242745435249,2.878113031387329,12.285444259643555,9.407331228256226,0.950373500630849,0.9679293878480131,0.017555887217164057,,1.4735517501831055,2.0420737266540527,0.5685219764709473,,artillery,0.7455346584320068,0.06400011479854584,0.9936196293033017,False,0.0
S0214,0.0,0.0,1.2161673144795984,8.924063179432219,7.70789586495262,1.1339576244354248,8.424127578735352,7.290169954299927,0.6176236163662454,0.6635562936902877,0.04593267732404227,,1.1241464614868164,1.183191180229187,0.059044718742370605,,artillery,0.5080610513687134,0.07191198319196701,0.9841087428951799,False,0.0
S0234,0.0,0.0,-0.8214168291810754,7.965676383651251,8.787093212832326,-0.858526349067688,7.41226863861084,8.270794987678528,0.7354385782096735,0.7496785761052687,0.014239997895595158,,1.214406132698059,1.3182063102722168,0.10380017757415771,,drone,0.11903828382492065,0.024285433813929558,0.9984836050349077,False,0.0
