epoch,train_si_snr_loss,train_spectral_loss,train_amplitude_loss_db,train_waveform_loss,train_total_loss,train_rms_ratio,train_reconstruction_snr_db,train_clipping_pct,val_si_snr_loss,val_spectral_loss,val_amplitude_loss_db,val_waveform_loss,val_total_loss,val_rms_ratio,val_reconstruction_snr_db,val_clipping_pct,learning_rate,epoch_time_sec,cumulative_time_sec,best_val_loss,best_epoch,patience_counter,val_si_snr_before_db_full,val_si_snr_after_db_full,val_si_snr_improvement_db_full,val_reconstruction_snr_db_full,val_stoi_before,val_stoi_after,val_stoi_improvement,val_pesq_before,val_pesq_after,val_pesq_improvement,val_stoi_n_valid,val_stoi_n_skipped,val_pesq_n_valid,val_pesq_n_skipped
67,-10.35558215379715,0.23401681657880544,1.613836374282837,0.020465482249855994,-8.614140347838402,0.9507237334363162,9.613978660628199,5.4687499999999994e-05,-12.6602232837677,0.2561773297190666,0.8209420108795166,0.018437600620090963,-11.235883359909058,1.0010970145463944,12.41200521275401,0.00034375000000000003,5e-05,94.01,6745.59,-11.24513264656067,64,3,,,,,,,,,,,,,,
68,-10.22863479733467,0.23521128531545402,1.7908196294307708,0.021055334378033877,-8.403410874307156,0.9720431894995272,9.340945990518668,4.2968750000000004e-05,-12.706340217590332,0.2521191704273224,0.7690304946899414,0.01814890904352069,-11.31606629371643,0.9822452732920647,12.727410269081593,0.000125,5e-05,94.15,6839.74,-11.31606629371643,68,0,,,,,,,,,,,,,,
69,-10.522433961629867,0.23724565148353577,1.627239385843277,0.02077901958953589,-8.75806552439928,0.9547230503708124,9.861116000525653,0.00010546875000000001,-12.63211312532425,0.25073078989982606,0.7739898872375488,0.018148708790540695,-11.241749930381776,0.9792202979326248,12.704929804466666,9.375000000000002e-05,5e-05,93.9,6933.64,-11.31606629371643,68,1,,,,,,,,,,,,,,
70,-10.714871998131276,0.2351334922760725,1.6582427358627319,0.02065370012773201,-8.949580560326575,0.9422075738944113,9.751609259974211,5.4687499999999994e-05,-12.745254867076873,0.247652508020401,0.7258176708221435,0.017992439763620496,-11.380235118865967,0.9699508562684059,12.952051484882832,0.0,5e-05,96.78,7030.42,-11.380235118865967,70,0,8.727316887676716,12.745254869535565,4.017937981858848,12.952051660752364,0.8312980455357512,0.8396887591102628,0.008390713574511599,1.8219527065753938,1.8333839643001557,0.011431257724761945,100.0,0.0,100.0,0.0
71,-10.623551812767982,0.23742635060101747,1.532251945734024,0.020283005055971443,-8.912299577593803,0.9545527291856706,9.843966901488603,6.640625e-05,-12.701052048206328,0.2442520487308502,0.7565364933013916,0.017956264819949865,-11.33202579498291,0.9616228064894676,12.926999091655016,0.0,5e-05,89.72,7120.13,-11.380235118865967,70,1,,,,,,,,,,,,,,
72,-10.25799924969673,0.2355052026361227,1.676815904378891,0.02078374691773206,-8.480261861681939,0.9766724625509232,9.514747444335372,9.375e-05,-12.631589379310608,0.24672471940517426,0.7705676937103272,0.018145922999829055,-11.246398286819458,0.9714058670401573,12.779888712838293,0.0,5e-05,94.68,7214.82,-11.380235118865967,70,2,,,,,,,,,,,,,,
73,-10.556981917619705,0.23164761759340763,1.6387524926662445,0.020174634985160082,-8.824976799488068,0.9547859852388502,9.655499531123787,7.8125e-06,-12.625925517082214,0.2413109290599823,0.7579817485809326,0.018144963877275586,-11.249971671104431,0.9561487153172493,12.891720513142646,0.0,5e-05,96.62,7311.44,-11.380235118865967,70,3,,,,,,,,,,,,,,
74,-10.262024934887886,0.2282512141764164,1.5300529873371125,0.019998877537436784,-8.574813920855522,1.0083461049664766,9.644394011320546,4.2968750000000004e-05,-12.674152295589447,0.24715184211730956,0.7628330898284912,0.018041104022413493,-11.296095361709595,0.9720422223210334,12.80541536219418,3.125e-05,2.5e-05,92.89,7404.32,-11.380235118865967,70,4,,,,,,,,,,,,,,
75,-10.758228300213814,0.2286825369298458,1.5324591946601869,0.019505451952572913,-9.09453541457653,0.9626670309249312,9.967211547605693,7.8125e-06,-12.627984001636506,0.253834040760994,0.8087625312805176,0.018400869462639094,-11.211477818489074,0.9933614274859428,12.496574755385518,0.0001875,2.5e-05,93.73,7498.05,-11.380235118865967,70,5,8.727316887676716,12.62798396345228,3.900667075775564,12.496574835819379,0.8312980455357512,0.837101493600963,0.005803448065211825,1.8219527065753938,1.8279332423210144,0.00598053574562063,100.0,0.0,100.0,0.0
76,-10.715002664923668,0.22261538609862327,1.6658810234069825,0.019493963175918907,-9.017924762964249,0.9726689880248159,9.8517039411515,6.25e-05,-12.654320025444031,0.24082526028156281,0.7279142951965332,0.018063549259677528,-11.29194293498993,0.9571717402338982,12.916118966937065,0.0,2.5e-05,89.42,7587.47,-11.380235118865967,70,6,,,,,,,,,,,,,,
77,-10.435311244726181,0.230606224052608,1.5313545346260071,0.01997527267085388,-8.746535002589226,0.9618475344404578,9.772721873121336,3.125e-05,-12.69783583164215,0.24959850132465364,0.7560379219055176,0.018134595723822713,-11.314696226119995,0.9777158996462822,12.780934662004002,6.25e-05,2.5e-05,93.13,7680.61,-11.380235118865967,70,7,,,,,,,,,,,,,,
78,-10.075335913300513,0.23258055943995715,1.5125422084331512,0.02003275533206761,-8.38735491335392,0.9659630851726979,9.599657395519316,7.031250000000001e-05,-12.693921840190887,0.24925290942192077,0.7588154411315918,0.018040183186531066,-11.315015087127685,0.9624828279018403,12.931136622959748,0.0,1.25e-05,96.87,7777.48,-11.380235118865967,70,8,,,,,,,,,,,,,,
79,-10.269292724728585,0.23639399446547033,1.658168203830719,0.02112855643266812,-8.479020416736603,0.9599739907868207,9.603716344218702,0.00016015624999999998,-12.67305612564087,0.2444401490688324,0.7886115932464599,0.018076941911131142,-11.288185415267945,0.9487713339924813,12.93229898236692,0.0,1.25e-05,95.17,7872.65,-11.380235118865967,70,9,,,,,,,,,,,,,,
80,-10.780863438844682,0.23119612637907266,1.561046690940857,0.019644200450275092,-9.099143288731575,0.9598764538299293,10.174376756530256,7.8125e-06,-12.641401071548461,0.2418540596961975,0.760060567855835,0.018089728308841587,-11.267042179107666,0.9626794201135636,12.872974088899792,0.0,1.25e-05,94.6,7967.24,-11.380235118865967,70,10,8.727316887676716,12.64140092946589,3.914084041789174,12.87297413577844,0.8312980455357512,0.8320495035092117,0.0007514579734605453,1.8219527065753938,1.8109228563308717,-0.011029850244522077,100.0,0.0,100.0,0.0
81,-11.072592796087266,0.234570205360651,1.5602072763442993,0.020671558906324206,-9.336382471919059,0.9364299584552646,10.211852672807872,2.34375e-05,-12.636746113300324,0.24533938348293305,0.7838160991668701,0.01814358005300164,-11.249082794189453,0.9786712598800659,12.642412516772747,0.00015625,1.25e-05,89.34,8056.58,-11.380235118865967,70,11,,,,,,,,,,,,,,
82,-10.535085586756468,0.22933128964155913,1.5661888086795808,0.01960194409824908,-8.855800352096558,0.9702121919952333,9.747656908195932,7.421875e-05,-12.654902815818787,0.2419709289073944,0.7574782371520996,0.018013156037777662,-11.285030555725097,0.9559420466423034,12.90371977776289,0.0,6.25e-06,92.43,8149.01,-11.380235118865967,70,12,,,,,,,,,,,,,,
83,-11.127093160152436,0.22572033435106278,1.4360801815986632,0.018961600738111883,-9.522468685507775,0.9592377575300634,10.425261522647924,5.078124999999999e-05,-12.679571437835694,0.24190105736255646,0.7463210582733154,0.01792353527620435,-11.317597246170044,0.9580579888820648,12.913202478289604,0.0,6.25e-06,93.17,8242.18,-11.380235118865967,70,13,,,,,,,,,,,,,,
84,-10.843044063448906,0.23404733303934336,1.4903919398784637,0.02067047034855932,-9.128355628848077,0.9423693735525012,10.155016861148178,3.125e-05,-12.705357148647309,0.24074904292821883,0.7542389297485351,0.017979011852294207,-11.339385976791382,0.952999621629715,12.975912970602513,0.0,6.25e-06,95.91,8338.09,-11.380235118865967,70,14,,,,,,,,,,,,,,
85,-10.862234572172165,0.23941427752375602,1.579818925857544,0.02100747652584687,-9.098500781059265,0.9311323283985257,10.033096798732878,4.687500000000001e-05,-12.713184304237366,0.2483493632078171,0.7550465297698975,0.01812112666666508,-11.332264595031738,0.9762980744242669,12.836784393116831,3.125e-05,6.25e-06,95.56,8433.65,-11.380235118865967,70,15,8.727316887676716,12.713184219524264,3.9858673318475475,12.836784450837635,0.8312980455357512,0.8380404165487028,0.006742371012951609,1.8219527065753938,1.8333419120311738,0.011389205455780038,100.0,0.0,100.0,0.0
